x	y	L8b2_24MART2014	L8b3_24MART2014	L8b4_24MART2014	L8b5_24MART2014	L8b2_25APR2014	L8b3_25APR2014	L8b4_25APR2014	L8b5_25APR2014	BG_24MART2014	BR_24MART2014	BNIR_24MART2014	GB_24MART2014	GR_24MART2014	GNIR_24MART2014	RB_24MART2014	RG_24MART2014	RNIR_24MART2014	NIRB_24MART2014	NIRG_24MART2014	NIRR_24MART2014	BG_25APR2014	BR_25APR2014	BNIR_25APR2014	GB_25APR2014	GR_25APR2014	GNIR_25APR2014	RB_25APR2014	RG_25APR2014	RNIR_25APR2014	NIRB_25APR2014	NIRG_25APR2014	NIRR_25APR2014	DEM	CScurv	CI	FA	TWI	LSF	CNBL	VDCN	VD	SLP	MRVBF	MRRTF	L8b2_mean	L8b3_mean	L8b4_mean	L8b5_mean	BG_mean	BR_mean	BNIR_mean	GB_mean	GR_mean	GNIR_mean	RB_mean	RG_mean	RNIR_mean	NIRB_mean	NIRG_mean	NIRR_mean
"1148"	566070	5593590	0.026	0.0308	0.0381	0.0634	0.035	0.0433	0.051	0.086	0.844156	0.682415	0.410095	1.184615	0.808399	0.485804	1.465385	1.237013	0.600946	2.438462	2.058442	1.664042	0.808314	0.686275	0.406977	1.237143	0.84902	0.503488	1.457143	1.177829	0.593023	2.457143	1.986143	1.686275	265.601105	0.000178	7.096969	3983.733154	8.479117	0.104711	210.504822	55.096279	19.908684	0.927082	0.490602	3.553859	0.0305	0.03705	0.04455	0.0747	0.823211875843455	0.684624017957351	0.408299866131191	1.21475409836066	0.831649831649832	0.495983935742972	1.46065573770492	1.20242914979757	0.596385542168675	2.44918032786885	2.01619433198381	1.67676767676768
"1149"	566100	5593590	0.0258	0.032	0.0383	0.0588	0.0347	0.042	0.0485	0.0819	0.80625	0.673629	0.438776	1.24031	0.835509	0.544218	1.484496	1.196875	0.651361	2.27907	1.8375	1.535248	0.82619	0.715464	0.423687	1.210375	0.865979	0.51282	1.397695	1.154762	0.592186	2.360231	1.95	1.68866	265.190002	0.000145	7.243458	4268.512207	8.748665	0.082301	210.497208	54.692795	20.245512	0.761438	0.535928	3.564614	0.03025	0.037	0.0434	0.07035	0.817567567567567	0.697004608294931	0.42999289267946	1.22314049586777	0.852534562211982	0.525941719971571	1.43471074380165	1.17297297297297	0.616915422885572	2.32561983471074	1.90135135135135	1.62096774193548
"1150"	566130	5593590	0.0296	0.0339	0.042	0.0656	0.0347	0.0429	0.0486	0.0849	0.873156	0.704762	0.451219	1.14527	0.807143	0.516768	1.418919	1.238938	0.640244	2.216216	1.935103	1.561905	0.808858	0.713992	0.408716	1.236311	0.882716	0.5053	1.400576	1.132867	0.572438	2.446686	1.979021	1.746914	264.873016	0.000102	7.081925	4543.675293	9.073382	0.059623	210.489487	54.383541	20.48786	0.587705	0.877365	3.567088	0.03215	0.0384	0.0453	0.07525	0.837239583333333	0.709713024282561	0.427242524916943	1.19440124416796	0.847682119205298	0.510299003322259	1.40902021772939	1.1796875	0.601993355481727	2.34059097978227	1.95963541666667	1.66114790286976
"1151"	566160	5593590	0.0332	0.0354	0.0405	0.0643	0.0346	0.0425	0.0488	0.0884	0.937853	0.819753	0.51633	1.066265	0.874074	0.550544	1.21988	1.144068	0.62986	1.936747	1.816384	1.587654	0.814118	0.709016	0.391403	1.228324	0.870902	0.480769	1.410405	1.148235	0.552036	2.554913	2.08	1.811475	264.649231	4.6e-05	3.725373	4990.604492	9.552044	0.04615	210.481644	54.167572	20.637783	0.465007	1.404703	3.559967	0.0339	0.03895	0.04465	0.07635	0.870346598202824	0.759238521836506	0.444007858546169	1.14896755162242	0.872340425531915	0.510150622134905	1.31710914454277	1.14634146341463	0.584806810740013	2.25221238938053	1.9602053915276	1.70996640537514
"1152"	566190	5593590	0.035	0.047	0.0517	0.0698	0.0346	0.0423	0.0476	0.0847	0.744681	0.676983	0.501433	1.342857	0.909091	0.673352	1.477143	1.1	0.740688	1.994286	1.485106	1.350097	0.817967	0.726891	0.408501	1.222543	0.888655	0.49941	1.375723	1.125296	0.561983	2.447977	2.002364	1.779412	264.494873	-1e-06	-1.966758	5429.972656	9.624125	0.042237	210.473663	54.021191	20.719336	0.43249	1.723809	3.546858	0.0348	0.04465	0.04965	0.07725	0.77939529675252	0.700906344410876	0.450485436893204	1.28304597701149	0.899295065458207	0.577993527508091	1.42672413793103	1.11198208286674	0.642718446601942	2.2198275862069	1.73012318029115	1.55589123867069
"1153"	566220	5593590	0.0356	0.0404	0.0507	0.0759	0.0348	0.0432	0.0482	0.0889	0.881188	0.70217	0.469038	1.134831	0.796844	0.532279	1.424157	1.254951	0.667984	2.132023	1.878713	1.497041	0.805556	0.721992	0.391451	1.241379	0.896266	0.485939	1.385057	1.115741	0.542182	2.554598	2.05787	1.844398	264.377625	-1.4e-05	-3.727627	5111.231934	9.38678	0.045996	210.465485	53.912136	20.765678	0.472555	1.850426	3.620625	0.0352	0.0418	0.04945	0.0824	0.842105263157895	0.711830131445905	0.427184466019417	1.1875	0.845298281092012	0.507281553398058	1.40482954545455	1.18301435406699	0.600121359223301	2.34090909090909	1.97129186602871	1.66632962588473
"1154"	566250	5593590	0.0467	0.0459	0.0535	0.0899	0.0346	0.0462	0.0497	0.1182	1.017429	0.872897	0.519466	0.982869	0.857944	0.510567	1.14561	1.165577	0.595106	1.925054	1.958606	1.680374	0.748918	0.696177	0.292724	1.33526	0.929577	0.390863	1.436416	1.075758	0.420474	3.416185	2.558441	2.37827	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.04065	0.04605	0.0516	0.10405	0.882736156351791	0.787790697674419	0.39067755886593	1.13284132841328	0.892441860465116	0.442575684766939	1.26937269372694	1.12052117263844	0.495915425276309	2.55965559655597	2.25950054288817	2.01647286821705
"1155"	565500	5593620	0.0264	0.0352	0.0448	0.0745	0.0326	0.0401	0.0465	0.0816	0.75	0.589286	0.354362	1.333333	0.785714	0.472483	1.69697	1.272727	0.601342	2.82197	2.116477	1.662947	0.812968	0.701075	0.39951	1.230061	0.862366	0.491422	1.42638	1.159601	0.569853	2.503067	2.034913	1.754839	263.186737	1.2e-05	-0.241604	7927.447754	8.112004	0.472518	210.581848	52.604874	23.356594	2.657419	1.500247	0.341052	0.0295	0.03765	0.04565	0.07805	0.783532536520584	0.646221248630887	0.377962844330557	1.27627118644068	0.824753559693319	0.482383087764254	1.54745762711864	1.2124833997344	0.584881486226778	2.64576271186441	2.0730411686587	1.70974808324206
"1156"	565530	5593620	0.0258	0.0334	0.0404	0.0678	0.0328	0.0394	0.0457	0.0757	0.772455	0.638614	0.380531	1.294574	0.826733	0.492625	1.565891	1.209581	0.59587	2.627907	2.02994	1.678218	0.832487	0.717724	0.433289	1.20122	0.862144	0.520476	1.393293	1.159898	0.603699	2.307927	1.92132	1.656455	264.345642	-5.2e-05	-0.669921	7005.056152	8.050631	0.42418	210.581207	53.764435	22.142532	2.493454	1.566612	0.345077	0.0293	0.0364	0.04305	0.07175	0.804945054945055	0.680603948896632	0.408362369337979	1.24232081911263	0.845528455284553	0.507317073170732	1.46928327645051	1.18269230769231	0.6	2.44880546075085	1.97115384615385	1.66666666666667
"1157"	565560	5593620	0.0302	0.0372	0.0458	0.0716	0.0361	0.0435	0.0502	0.0808	0.811828	0.659389	0.421788	1.231788	0.812227	0.519553	1.516556	1.231183	0.639665	2.370861	1.924731	1.563319	0.829885	0.719123	0.446782	1.204986	0.866534	0.538366	1.390582	1.154023	0.621287	2.238227	1.857471	1.609562	265.591125	-1e-04	-1.118591	5980.60498	7.915366	0.397874	210.580582	55.010529	20.847986	2.433558	1.584343	0.347306	0.03315	0.04035	0.048	0.0762	0.821561338289963	0.690625	0.43503937007874	1.21719457013575	0.840625	0.529527559055118	1.44796380090498	1.18959107806691	0.62992125984252	2.29864253393665	1.88847583643123	1.5875
"1158"	565590	5593620	0.0314	0.0395	0.0484	0.0742	0.0368	0.0444	0.0516	0.0819	0.794937	0.64876	0.423181	1.257962	0.816116	0.532345	1.541401	1.225316	0.652291	2.363057	1.878481	1.533058	0.828829	0.713178	0.449328	1.206522	0.860465	0.542125	1.402174	1.162162	0.630037	2.225543	1.844595	1.587209	266.837067	-0.000109	-1.344636	4987.534668	7.718427	0.390718	210.579666	56.257416	19.550713	2.46879	1.580446	1.438974	0.0341	0.04195	0.05	0.07805	0.812872467222884	0.682	0.436899423446509	1.23020527859238	0.839	0.53747597693786	1.46627565982405	1.19189511323004	0.640614990390775	2.28885630498534	1.86054827175209	1.561
"1159"	565620	5593620	0.0307	0.0372	0.0458	0.0701	0.0359	0.0428	0.0498	0.0789	0.825269	0.670306	0.437946	1.211726	0.812227	0.53067	1.491857	1.231183	0.653352	2.283388	1.884409	1.530568	0.838785	0.720884	0.455006	1.192201	0.859438	0.542459	1.387187	1.163551	0.631179	2.197772	1.843458	1.584337	268.108368	-8.2e-05	-1.285224	4002.864258	7.508987	0.367778	210.57843	57.529945	18.22608	2.436929	1.527513	2.561832	0.0333	0.04	0.0478	0.0745	0.8325	0.696652719665272	0.446979865771812	1.2012012012012	0.836820083682008	0.536912751677852	1.43543543543544	1.195	0.641610738255034	2.23723723723724	1.8625	1.55857740585774
"1160"	565650	5593620	0.0287	0.036	0.0443	0.0669	0.0347	0.0408	0.0464	0.074	0.797222	0.647856	0.428999	1.254355	0.812641	0.538117	1.543554	1.230556	0.662182	2.331011	1.858333	1.510158	0.85049	0.747845	0.468919	1.175793	0.87931	0.551351	1.337176	1.137255	0.627027	2.132565	1.813725	1.594828	269.308502	-2.3e-05	-0.810292	3015.824707	7.367017	0.290613	210.577026	58.731464	16.971748	2.115877	0.94369	2.926429	0.0317	0.0384	0.04535	0.07045	0.825520833333333	0.699007717750827	0.449964513839603	1.21135646687697	0.846747519294377	0.545067423704755	1.43059936908517	1.18098958333333	0.643718949609652	2.22239747634069	1.83463541666667	1.55347298787211
"1161"	565680	5593620	0.0289	0.0361	0.045	0.068	0.0343	0.0413	0.0473	0.074	0.800554	0.642222	0.425	1.249135	0.802222	0.530882	1.557094	1.246537	0.661765	2.352941	1.883657	1.511111	0.830508	0.725159	0.463513	1.204082	0.87315	0.558108	1.379009	1.145278	0.639189	2.157434	1.791768	1.564482	270.243195	5.8e-05	0.692341	2069.561768	7.369258	0.170729	210.575302	59.667881	15.98177	1.469025	0.423081	2.977895	0.0316	0.0387	0.04615	0.071	0.816537467700258	0.684723726977248	0.445070422535211	1.2246835443038	0.838569880823402	0.545070422535211	1.46044303797468	1.19250645994832	0.65	2.24683544303798	1.83462532299742	1.53846153846154
"1162"	565710	5593620	0.0294	0.0365	0.0452	0.0691	0.0358	0.0425	0.0492	0.0776	0.805479	0.650442	0.42547	1.241497	0.807522	0.52822	1.537415	1.238356	0.654124	2.35034	1.893151	1.528761	0.842353	0.727642	0.46134	1.187151	0.863821	0.54768	1.374302	1.157647	0.634021	2.167598	1.825882	1.577236	270.785004	0.000151	14.516115	1250.38208	7.469505	0.062284	210.573227	60.211758	15.383473	0.706454	0.110515	3.119752	0.0326	0.0395	0.0472	0.07335	0.825316455696202	0.690677966101695	0.444444444444444	1.21165644171779	0.836864406779661	0.538513974096796	1.4478527607362	1.19493670886076	0.643490115882754	2.25	1.85696202531646	1.55402542372881
"1163"	565740	5593620	0.0304	0.0374	0.0458	0.0695	0.0359	0.043	0.0494	0.0778	0.812834	0.663755	0.43741	1.230263	0.816594	0.53813	1.506579	1.224599	0.658993	2.286184	1.858289	1.517467	0.834884	0.726721	0.46144	1.197772	0.870445	0.552699	1.376045	1.148837	0.634961	2.167131	1.809302	1.574899	270.953094	0.00031	53.168701	940.450806	7.801935	0.01722	210.570648	60.382439	15.157131	0.295514	0.009858	3.399415	0.03315	0.0402	0.0476	0.07365	0.824626865671642	0.696428571428571	0.45010183299389	1.21266968325792	0.84453781512605	0.545824847250509	1.43589743589744	1.18407960199005	0.646300067888663	2.22171945701357	1.83208955223881	1.54726890756303
"1164"	565770	5593620	0.0299	0.0364	0.0449	0.0676	0.0362	0.0431	0.0495	0.079	0.821429	0.665924	0.442308	1.217391	0.81069	0.538462	1.501672	1.233516	0.664201	2.26087	1.857143	1.505568	0.839907	0.731313	0.458228	1.190608	0.870707	0.54557	1.367403	1.148492	0.626582	2.18232	1.832947	1.59596	270.844513	0.000345	35.391235	1148.482422	7.793043	0.034173	210.567734	60.276779	15.206321	0.463675	0.062306	3.583167	0.03305	0.03975	0.0472	0.0733	0.831446540880503	0.70021186440678	0.450886766712142	1.20272314674735	0.842161016949152	0.542291950886767	1.42813918305598	1.1874213836478	0.643929058663029	2.2178517397882	1.8440251572327	1.55296610169492
"1165"	565800	5593620	0.0291	0.0359	0.0442	0.0678	0.0362	0.0441	0.0505	0.0805	0.810585	0.658371	0.429204	1.233677	0.812217	0.529499	1.5189	1.231198	0.651917	2.329897	1.888579	1.533937	0.820862	0.716832	0.449689	1.218232	0.873267	0.547826	1.395028	1.145125	0.627329	2.223757	1.825397	1.594059	270.550873	0.000359	15.009396	1519.846436	7.637232	0.066981	210.564346	59.986542	15.438797	0.762143	0.206207	3.636925	0.03265	0.04	0.04735	0.07415	0.81625	0.689545934530095	0.440323668240054	1.22511485451761	0.844772967265047	0.539447066756575	1.45022970903522	1.18375	0.638570465273095	2.27105666156202	1.85375	1.56599788806758
"1166"	565830	5593620	0.0287	0.0357	0.0434	0.0668	0.0367	0.0433	0.0496	0.0801	0.803922	0.66129	0.429641	1.243902	0.822581	0.534431	1.512195	1.215686	0.649701	2.327526	1.871148	1.53917	0.847575	0.739919	0.458177	1.179837	0.872984	0.540574	1.351499	1.145497	0.619226	2.182561	1.849885	1.614919	270.13327	0.000394	12.357004	1830.275024	7.576616	0.093474	210.560501	59.572773	15.793633	0.965055	0.273239	3.629282	0.0327	0.0395	0.0465	0.07345	0.827848101265823	0.703225806451613	0.445200816882233	1.20795107033639	0.849462365591398	0.537780803267529	1.42201834862385	1.17721518987342	0.633083730428863	2.24617737003058	1.85949367088608	1.57956989247312
"1167"	565860	5593620	0.0294	0.0357	0.0434	0.0669	0.0358	0.0433	0.0489	0.0795	0.823529	0.677419	0.439462	1.214286	0.822581	0.533632	1.47619	1.215686	0.648729	2.27551	1.87395	1.541475	0.82679	0.732106	0.450314	1.209497	0.885481	0.544654	1.365922	1.12933	0.615094	2.22067	1.836028	1.625767	269.629486	0.000411	11.456247	2067.512207	7.5708	0.112321	210.556198	59.073277	16.232958	1.094002	0.285828	3.590585	0.0326	0.0395	0.04615	0.0732	0.825316455696202	0.706392199349946	0.445355191256831	1.21165644171779	0.85590465872156	0.539617486338798	1.41564417177914	1.16835443037975	0.630464480874317	2.24539877300614	1.85316455696203	1.58613217768147
"1168"	565890	5593620	0.0293	0.0354	0.0436	0.0675	0.0358	0.0427	0.0489	0.0786	0.827684	0.672018	0.434074	1.208191	0.811927	0.524444	1.488055	1.231638	0.645926	2.303754	1.90678	1.548165	0.838407	0.732106	0.455471	1.192737	0.873211	0.543257	1.365922	1.145199	0.622137	2.195531	1.840749	1.607362	269.06781	0.00041	10.895244	2272.385986	7.605397	0.1234	210.551666	58.516155	16.729256	1.160646	0.296004	3.539143	0.03255	0.03905	0.04625	0.07305	0.833546734955185	0.703783783783784	0.445585215605749	1.19969278033794	0.844324324324324	0.534565366187543	1.42089093701997	1.18437900128041	0.633127994524298	2.24423963133641	1.87067861715749	1.57945945945946
"1169"	565920	5593620	0.0291	0.0365	0.0441	0.0689	0.0353	0.0424	0.0485	0.0775	0.79726	0.659864	0.422351	1.254295	0.827664	0.529753	1.515464	1.208219	0.640058	2.367697	1.887671	1.562358	0.832547	0.727835	0.455484	1.201133	0.874227	0.547097	1.373938	1.143868	0.625806	2.195467	1.82783	1.597938	268.47995	0.000395	10.394105	2466.251221	7.681472	0.126303	210.546783	57.933167	17.250465	1.167425	0.305653	3.490196	0.0322	0.03945	0.0463	0.0732	0.816223067173638	0.695464362850972	0.439890710382514	1.22515527950311	0.852051835853132	0.538934426229508	1.43788819875776	1.17363751584284	0.632513661202186	2.27329192546584	1.85551330798479	1.58099352051836
"1170"	565950	5593620	0.0299	0.0369	0.0452	0.0699	0.0359	0.0432	0.0491	0.0784	0.810298	0.661504	0.427754	1.234114	0.816372	0.527897	1.511706	1.224932	0.646638	2.337793	1.894309	1.54646	0.831019	0.731161	0.457908	1.203343	0.879837	0.55102	1.367688	1.136574	0.626275	2.183844	1.814815	1.596741	267.896881	0.000371	9.886405	2669.706299	7.789696	0.12362	210.541565	57.355309	17.76557	1.134365	0.3176	3.459014	0.0329	0.04005	0.04715	0.07415	0.82147315855181	0.697773064687169	0.443695212407283	1.21732522796353	0.849416755037116	0.54012137559002	1.43313069908815	1.1772784019975	0.635873229939312	2.25379939209726	1.85143570536829	1.57264050901379
"1171"	565980	5593620	0.0295	0.0362	0.0443	0.0692	0.0361	0.0431	0.0498	0.0789	0.814917	0.665914	0.426301	1.227119	0.817156	0.523121	1.501695	1.223757	0.640173	2.345763	1.911602	1.562077	0.837587	0.7249	0.457541	1.193906	0.865462	0.546261	1.379501	1.155452	0.631179	2.185596	1.830626	1.584337	267.333496	0.000343	9.408628	2895.626953	7.906054	0.120045	210.535919	56.797577	18.259291	1.095076	0.353417	3.45752	0.0328	0.03965	0.04705	0.07405	0.827238335435057	0.697130712008502	0.442943956785955	1.20884146341463	0.842720510095643	0.535449020931803	1.4344512195122	1.18663303909206	0.635381498987171	2.25762195121951	1.86759142496847	1.57385759829968
"1172"	566010	5593620	0.028	0.0346	0.0426	0.0677	0.0381	0.0454	0.0526	0.0858	0.809249	0.657277	0.413589	1.235714	0.812207	0.511078	1.521428	1.231214	0.629247	2.417857	1.956647	1.589202	0.839207	0.724335	0.444056	1.191601	0.863118	0.529138	1.380577	1.15859	0.613054	2.251968	1.889868	1.631179	266.786713	0.000315	9.06099	3144.433594	8.017128	0.11752	210.530014	56.256699	18.73539	1.063733	0.385522	3.48276	0.03305	0.04	0.0476	0.07675	0.82625	0.694327731092437	0.430618892508143	1.21028744326778	0.840336134453782	0.521172638436482	1.44024205748865	1.19	0.620195439739414	2.32223903177004	1.91875	1.61239495798319
"1173"	566040	5593620	0.0257	0.0321	0.0401	0.065	0.0366	0.0452	0.0529	0.0879	0.800623	0.640898	0.395385	1.249027	0.800499	0.493846	1.560311	1.249221	0.616923	2.529183	2.024922	1.620947	0.809735	0.691871	0.416382	1.234973	0.854442	0.514221	1.445355	1.170354	0.60182	2.401639	1.94469	1.661626	266.253967	0.000288	8.966415	3409.469971	8.141451	0.112809	210.523804	55.730167	19.196215	1.018297	0.407407	3.520949	0.03115	0.03865	0.0465	0.07645	0.80595084087969	0.66989247311828	0.407455853499019	1.24077046548957	0.831182795698925	0.505559189012426	1.49277688603531	1.20310478654593	0.608240680183126	2.45425361155698	1.97800776196637	1.64408602150538
"1174"	566070	5593620	0.0243	0.0313	0.0387	0.0631	0.0351	0.0442	0.0521	0.0864	0.776358	0.627907	0.385103	1.288066	0.808786	0.496038	1.592593	1.236422	0.613312	2.596708	2.015975	1.630491	0.794118	0.673704	0.40625	1.259259	0.848369	0.511574	1.48433	1.178733	0.603009	2.461538	1.954751	1.658349	265.752197	0.000263	9.258256	3666.573486	8.315661	0.100447	210.517349	55.234859	19.625031	0.921015	0.4556	3.558758	0.0297	0.03775	0.0454	0.07475	0.786754966887417	0.654185022026432	0.397324414715719	1.27104377104377	0.831497797356828	0.505016722408027	1.52861952861953	1.20264900662252	0.607357859531772	2.51683501683502	1.98013245033113	1.64647577092511
"1175"	566100	5593620	0.0245	0.031	0.0381	0.0621	0.0347	0.0438	0.0514	0.0859	0.790323	0.643045	0.394525	1.265306	0.813648	0.499195	1.555102	1.229032	0.613527	2.534694	2.003226	1.629921	0.792237	0.675097	0.403958	1.262248	0.85214	0.509895	1.481268	1.173516	0.59837	2.475504	1.961187	1.671206	265.3172	0.000234	10.075426	3870.959229	8.57512	0.078369	210.510666	54.806538	19.986158	0.753574	0.497564	3.587331	0.0296	0.0374	0.04475	0.074	0.79144385026738	0.661452513966481	0.4	1.26351351351351	0.835754189944134	0.505405405405405	1.51182432432432	1.19652406417112	0.60472972972973	2.5	1.97860962566845	1.6536312849162
"1176"	566130	5593620	0.0251	0.0315	0.0385	0.063	0.0363	0.0443	0.0516	0.0863	0.796825	0.651948	0.398413	1.25498	0.818182	0.5	1.533864	1.222222	0.611111	2.50996	2	1.636364	0.819413	0.703488	0.420626	1.220386	0.858527	0.513326	1.421488	1.164786	0.597914	2.37741	1.948081	1.672481	264.987274	0.000198	11.428452	3952.887451	8.926984	0.052029	210.503876	54.483402	20.241798	0.545712	0.627899	3.6038	0.0307	0.0379	0.04505	0.07465	0.810026385224274	0.681465038845727	0.411252511721366	1.23452768729642	0.841287458379578	0.507702612190221	1.46742671009772	1.18865435356201	0.603482920294709	2.43159609120521	1.96965699208443	1.65704772475028
"1177"	566160	5593620	0.0236	0.031	0.039	0.0635	0.0364	0.0449	0.0527	0.0879	0.76129	0.605128	0.371654	1.313559	0.794872	0.488189	1.652542	1.258065	0.614173	2.690678	2.048387	1.628205	0.81069	0.690702	0.414107	1.233516	0.851992	0.510808	1.447802	1.173719	0.599545	2.414835	1.957684	1.667932	264.773041	0.000142	11.87133	3882.583984	9.403842	0.032324	210.496994	54.276047	20.382469	0.370168	0.968859	3.61025	0.03	0.03795	0.04585	0.0757	0.790513833992095	0.654307524536532	0.396301188903567	1.265	0.827699018538713	0.501321003963012	1.52833333333333	1.20816864295125	0.605680317040951	2.52333333333333	1.99472990777339	1.65103598691385
"1178"	566190	5593620	0.0239	0.0294	0.0372	0.0623	0.0357	0.0439	0.0517	0.0879	0.812925	0.642473	0.383628	1.230126	0.790323	0.47191	1.556485	1.265306	0.597111	2.606694	2.119048	1.674731	0.813212	0.690522	0.406143	1.229692	0.84913	0.499431	1.448179	1.177676	0.588168	2.462185	2.002278	1.700193	264.650635	6.2e-05	5.856055	3676.891357	9.529748	0.025049	210.48996	54.160656	20.432339	0.304399	1.285448	3.61283	0.0298	0.03665	0.04445	0.0751	0.813096862210095	0.670416197975253	0.396804260985353	1.22986577181208	0.824521934758155	0.488015978695073	1.49161073825503	1.21282401091405	0.591877496671105	2.52013422818792	2.04911323328786	1.68953880764904
"1179"	566220	5593620	0.0239	0.0283	0.035	0.06	0.0351	0.0431	0.0503	0.0855	0.844523	0.682857	0.398333	1.1841	0.808571	0.471667	1.464435	1.236749	0.583333	2.51046	2.120141	1.714286	0.814385	0.697813	0.410526	1.22792	0.856859	0.504094	1.433048	1.167053	0.588304	2.435897	1.983759	1.699801	264.5784	3e-06	-2.020766	3101.349121	9.16824	0.028698	210.482742	54.095661	20.433855	0.351514	1.378094	3.690009	0.0295	0.0357	0.04265	0.07275	0.826330532212885	0.691676436107855	0.405498281786942	1.21016949152542	0.83704572098476	0.490721649484536	1.44576271186441	1.19467787114846	0.586254295532646	2.46610169491525	2.03781512605042	1.70574443141852
"1180"	566250	5593620	0.0253	0.0345	0.042	0.0722	0.0346	0.0455	0.0496	0.1005	0.733333	0.602381	0.350415	1.363636	0.821429	0.477839	1.660079	1.217391	0.581717	2.853755	2.092754	1.719048	0.76044	0.697581	0.344279	1.315029	0.917339	0.452736	1.433526	1.09011	0.493532	2.904624	2.208791	2.02621	264.52179	-2e-06	-2.861029	2508.219482	8.732997	0.036482	210.475388	54.046387	20.421135	0.4396	1.334298	4.034497	0.02995	0.04	0.0458	0.08635	0.74875	0.653930131004367	0.346844238563984	1.3355592654424	0.873362445414847	0.463231036479444	1.52921535893155	1.145	0.530399536768963	2.88313856427379	2.15875	1.8853711790393
"1181"	565500	5593650	0.0287	0.0395	0.0493	0.0874	0.0349	0.0437	0.0492	0.1002	0.726582	0.58215	0.328375	1.376307	0.801217	0.451945	1.71777	1.248101	0.564073	3.045296	2.212658	1.772819	0.798627	0.70935	0.348303	1.252149	0.888211	0.436128	1.409742	1.125858	0.491018	2.87106	2.292906	2.036585	263.16745	1.3e-05	-0.200432	7872.649902	8.063498	0.498403	210.577423	52.590015	23.204248	2.771946	1.453823	0.339628	0.0318	0.0416	0.04925	0.0938	0.764423076923077	0.645685279187817	0.339019189765458	1.30817610062893	0.844670050761421	0.443496801705757	1.54874213836478	1.18389423076923	0.525053304904051	2.94968553459119	2.25480769230769	1.90456852791878
"1182"	565530	5593650	0.0264	0.034	0.0426	0.0689	0.0338	0.0415	0.0477	0.0798	0.776471	0.619718	0.383164	1.287879	0.798122	0.493469	1.613636	1.252941	0.618287	2.609848	2.02647	1.617371	0.814458	0.708595	0.423559	1.227811	0.870021	0.52005	1.411243	1.149398	0.597744	2.360947	1.922892	1.672956	264.055084	-3.7e-05	-0.532382	7231.191406	8.04418	0.44949	210.577759	53.477329	22.286047	2.592598	1.502073	0.346242	0.0301	0.03775	0.04515	0.07435	0.797350993377483	0.666666666666667	0.404841963685272	1.25415282392027	0.836101882613511	0.50773369199731	1.5	1.19602649006622	0.607262945527908	2.47009966777409	1.96953642384106	1.64673311184939
"1183"	565560	5593650	0.0298	0.037	0.045	0.0702	0.0359	0.0436	0.05	0.0806	0.805405	0.662222	0.424501	1.241611	0.822222	0.527066	1.510067	1.216216	0.641026	2.355705	1.897297	1.56	0.823394	0.718	0.445409	1.214485	0.872	0.540943	1.392758	1.146789	0.620347	2.245125	1.848624	1.612	265.320557	-8.6e-05	-0.936045	6264.470215	7.962762	0.401369	210.577988	54.742573	20.972525	2.431648	1.539739	0.354035	0.03285	0.0403	0.0475	0.0754	0.815136476426799	0.691578947368421	0.435676392572944	1.22678843226788	0.848421052631579	0.53448275862069	1.44596651445966	1.17866004962779	0.629973474801061	2.29528158295282	1.87096774193548	1.58736842105263
"1184"	565590	5593650	0.0305	0.0389	0.0466	0.072	0.0368	0.0445	0.0506	0.08	0.784062	0.654506	0.423611	1.27541	0.834764	0.540278	1.527869	1.197943	0.647222	2.360656	1.8509	1.545064	0.826966	0.727273	0.46	1.209239	0.879447	0.55625	1.375	1.137079	0.6325	2.173913	1.797753	1.581028	266.547211	-9.4e-05	-1.093983	5273.162109	7.793209	0.385371	210.577942	55.969269	19.695646	2.421777	1.539969	1.305291	0.03365	0.0417	0.0486	0.076	0.806954436450839	0.69238683127572	0.442763157894737	1.23922734026746	0.858024691358025	0.548684210526316	1.444279346211	1.16546762589928	0.639473684210526	2.25854383358098	1.82254196642686	1.56378600823045
"1185"	565620	5593650	0.0293	0.0361	0.0447	0.0686	0.0352	0.0429	0.0495	0.0775	0.811634	0.655481	0.427114	1.232082	0.807606	0.526239	1.525597	1.238227	0.651604	2.341297	1.900277	1.534676	0.820513	0.711111	0.454194	1.21875	0.866667	0.553548	1.40625	1.153846	0.63871	2.201705	1.806527	1.565657	267.799347	-6.3e-05	-0.903111	4247.355469	7.577101	0.367824	210.577591	57.22176	18.391293	2.41564	1.475879	2.483777	0.03225	0.0395	0.0471	0.07305	0.816455696202532	0.684713375796178	0.441478439425051	1.22480620155039	0.83864118895966	0.54072553045859	1.46046511627907	1.19240506329114	0.64476386036961	2.26511627906977	1.8493670886076	1.55095541401274
"1186"	565650	5593650	0.0294	0.0352	0.0434	0.0669	0.0348	0.0414	0.0474	0.0762	0.835227	0.677419	0.439462	1.197279	0.81106	0.526158	1.47619	1.232955	0.648729	2.27551	1.900568	1.541475	0.84058	0.734177	0.456693	1.189655	0.873418	0.543307	1.362069	1.144928	0.622047	2.189655	1.84058	1.607595	269.011993	3e-06	-0.226942	3239.125732	7.409067	0.305437	210.577072	58.434914	17.125587	2.177634	0.932626	2.918923	0.0321	0.0383	0.0454	0.07155	0.838120104438642	0.70704845814978	0.448637316561845	1.19314641744548	0.843612334801762	0.53529000698812	1.41433021806854	1.18537859007833	0.634521313766597	2.22897196261682	1.86814621409922	1.57599118942731
